date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version
2020-02-08,deaths,0,0,0,0,0,0,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-08,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-08,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-08,infections,0,0,0,0,0,0,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-08,Rt,2.74,3.02,3.23,3.20396860728293,3.3175,3.86383081076151,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-08,deaths,0,0,0,0,0,0,Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,infections,0,0,0,0,0,0,Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,Rt,2.74,3.02,3.23,3.20396860728293,3.3175,3.86383081076151,Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,deaths,0,0,0,0,0,0,Relax Interventions 50%,India,IND,2020-06-01,v2
2020-02-08,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,India,IND,2020-06-01,v2
2020-02-08,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,India,IND,2020-06-01,v2
2020-02-08,infections,0,0,0,0,0,0,Relax Interventions 50%,India,IND,2020-06-01,v2
2020-02-08,Rt,2.74,3.02,3.23,3.20396860728293,3.3175,3.86383081076151,Relax Interventions 50%,India,IND,2020-06-01,v2
2020-02-08,deaths,0,0,0,0,0,0,Surged Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,hospital_demand,0,0,0,0,0,0,Surged Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,ICU_demand,0,0,0,0,0,0,Surged Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,infections,0,0,0,0,0,0,Surged Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-08,Rt,2.74,2.95,3.09,3.14737490166969,3.3,3.85969089788966,Surged Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-09,deaths,0,0,0,0,0,0,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-09,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-09,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-09,infections,0,0.25,1,1.42857142857143,2,4.35,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-09,Rt,2.74,3.02,3.23,3.20396860728293,3.3175,3.86383081076151,Additional 50% Reduction,India,IND,2020-06-01,v2
2020-02-09,deaths,0,0,0,0,0,0,Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-09,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,India,IND,2020-06-01,v2
2020-02-09,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,India,IND,2020-06-01,v2
