date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version
2020-01-22,deaths,0,0,0,0,0,0,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-22,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-22,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-22,infections,0,0,0,0,0,0,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-22,Rt,2.1,2.5,2.7,2.75569438238987,3.025,3.55706616550572,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-22,deaths,0,0,0,0,0,0,Maintain Status Quo,Malaysia,MYS,2020-06-01,v2
2020-01-22,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Malaysia,MYS,2020-06-01,v2
2020-01-22,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Malaysia,MYS,2020-06-01,v2
2020-01-22,infections,0,0,0,0,0,0,Maintain Status Quo,Malaysia,MYS,2020-06-01,v2
2020-01-22,Rt,2.1,2.5,2.7,2.75569438238987,3.025,3.55706616550572,Maintain Status Quo,Malaysia,MYS,2020-06-01,v2
2020-01-22,deaths,0,0,0,0,0,0,Relax Interventions 50%,Malaysia,MYS,2020-06-01,v2
2020-01-22,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Malaysia,MYS,2020-06-01,v2
2020-01-22,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Malaysia,MYS,2020-06-01,v2
2020-01-22,infections,0,0,0,0,0,0,Relax Interventions 50%,Malaysia,MYS,2020-06-01,v2
2020-01-22,Rt,2.1,2.5,2.7,2.75569438238987,3.025,3.55706616550572,Relax Interventions 50%,Malaysia,MYS,2020-06-01,v2
2020-01-23,deaths,0,0,0,0,0,0,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-23,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-23,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-23,infections,3,3,3,3,3,3,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-23,Rt,2.1,2.5,2.7,2.75569438238987,3.025,3.55706616550572,Additional 50% Reduction,Malaysia,MYS,2020-06-01,v2
2020-01-23,deaths,0,0,0,0,0,0,Maintain Status Quo,Malaysia,MYS,2020-06-01,v2
2020-01-23,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Malaysia,MYS,2020-06-01,v2
