date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version
2020-02-04,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-04,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-04,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-05,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-05,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-05,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-06,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-06,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-06,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-07,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-07,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-07,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-08,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-08,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-08,Rt,2.92724796322293,3.22388657639429,3.42198532762661,3.52758863504003,3.8120904804194,4.3106059527925,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-09,deaths,0,0,0,0,0,0,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-09,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-09,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-09,infections,0,0,0,0,0,0,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-09,Rt,2.89576796892046,3.22141953998505,3.42198532762661,3.52267062270842,3.8120904804194,4.3106059527925,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-09,deaths,0,0,0,0,0,0,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-09,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-09,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-09,infections,0,0,0,0,0,0,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-09,Rt,2.89576796892046,3.22141953998505,3.42198532762661,3.52267062270842,3.8120904804194,4.3106059527925,Maintain Status Quo,Morocco,MAR,2020-06-01,v2
2020-02-09,deaths,0,0,0,0,0,0,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-09,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-09,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-09,infections,0,0,0,0,0,0,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-09,Rt,2.89576796892046,3.22141953998505,3.42198532762661,3.52267062270842,3.8120904804194,4.3106059527925,Relax Interventions 50%,Morocco,MAR,2020-06-01,v2
2020-02-10,deaths,0,0,0,0,0,0,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-10,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
2020-02-10,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Morocco,MAR,2020-06-01,v2
