date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version
2020-01-27,deaths,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-27,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-27,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-27,infections,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-27,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-27,deaths,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,infections,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,deaths,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-27,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-27,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-27,infections,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-27,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-27,deaths,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,hospital_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,ICU_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,infections,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-27,Rt,2.37375,2.55,2.7,2.6895,2.85,3.02625,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,deaths,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-28,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-28,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-28,infections,0.05,0.5,1,1.33333333333333,2,2.9,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-28,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-28,deaths,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,infections,0.05,0.5,1,1.33333333333333,2,2.9,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,deaths,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-28,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-28,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-28,infections,0.05,0.5,1,1.33333333333333,2,2.9,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-28,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-28,deaths,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,hospital_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,ICU_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,infections,0,0,0,0.875,2,2.825,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-28,Rt,2.37375,2.55,2.7,2.6895,2.85,3.02625,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,deaths,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-29,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-29,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-29,infections,0.275,1,3,2.83333333333333,4.25,5.725,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-29,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Additional 50% Reduction,Romania,ROU,2020-06-01,v2
2020-01-29,deaths,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,infections,0.275,1,3,2.83333333333333,4.25,5.725,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,deaths,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-29,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-29,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-29,infections,0.275,1,3,2.83333333333333,4.25,5.725,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-29,Rt,2.32375,2.5375,2.75,2.719,2.9,3.1,Relax Interventions 50%,Romania,ROU,2020-06-01,v2
2020-01-29,deaths,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,hospital_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,ICU_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
2020-01-29,infections,1,1,2,2,3,3.625,Surged Maintain Status Quo,Romania,ROU,2020-06-01,v2
