date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version
2020-03-23,deaths,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-23,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-23,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-23,infections,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-23,Rt,1.2576815802838,1.8211488083183,2.2,2.30026159869528,2.78759805671468,3.5525,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-23,deaths,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,infections,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,Rt,1.2576815802838,1.8211488083183,2.2,2.30026159869528,2.78759805671468,3.5525,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,deaths,0,0,0,0,0,0,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-23,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-23,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-23,infections,0,0,0,0,0,0,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-23,Rt,1.2576815802838,1.8211488083183,2.2,2.30026159869528,2.78759805671468,3.5525,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-23,deaths,0,0,0,0,0,0,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,hospital_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,ICU_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,infections,0,0,0,0,0,0,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-23,Rt,1.22783333532177,1.91661448837654,2.43254322594526,2.41372861798897,2.9,3.805,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,deaths,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-24,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-24,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-24,infections,0,0,0.5,1,1,3.625,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-24,Rt,1.2576815802838,1.78273874876165,2.11742970889801,2.23659719392922,2.64049828205824,3.5525,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-24,deaths,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,infections,0,0,0.5,1,1,3.625,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,Rt,1.2576815802838,1.78273874876165,2.11742970889801,2.23659719392922,2.64049828205824,3.5525,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,deaths,0,0,0,0,0,0,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-24,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-24,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-24,infections,0,0,0.5,1,1,3.625,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-24,Rt,1.2576815802838,1.78273874876165,2.11742970889801,2.23659719392922,2.64049828205824,3.5525,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
2020-03-24,deaths,0,0,0,0,0,0,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,hospital_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,ICU_demand,0,0,0,0,0,0,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,infections,0,0,1,1.3,2,3.775,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-24,Rt,1.22783333532177,1.80854242950733,2.16550027786169,2.27821734122017,2.7037631351512,3.7,Surged Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-25,deaths,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-25,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-25,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-25,infections,2,2.25,3.5,3.5,4.75,5,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-25,Rt,1.2576815802838,1.79164340558003,2.12072945543969,2.2374988718345,2.64049828205824,3.5525,Additional 50% Reduction,Madagascar,MDG,2020-06-01,v2
2020-03-25,deaths,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-25,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-25,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-25,infections,2,2.25,3.5,3.5,4.75,5,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-25,Rt,1.2576815802838,1.79164340558003,2.12072945543969,2.2374988718345,2.64049828205824,3.5525,Maintain Status Quo,Madagascar,MDG,2020-06-01,v2
2020-03-25,deaths,0,0,0,0,0,0,Relax Interventions 50%,Madagascar,MDG,2020-06-01,v2
