date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version
2020-02-10,deaths,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-10,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-10,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-10,infections,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-10,Rt,2.33,2.8421755141302,3.1800643547102,3.25288155745131,3.70220284151798,4.19345166692141,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-10,deaths,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-10,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-10,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-10,infections,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-10,Rt,2.33,2.8421755141302,3.1800643547102,3.25288155745131,3.70220284151798,4.19345166692141,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-10,deaths,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-10,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-10,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-10,infections,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-10,Rt,2.33,2.8421755141302,3.1800643547102,3.25288155745131,3.70220284151798,4.19345166692141,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-11,deaths,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-11,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-11,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-11,infections,0.05,0.5,1,0.666666666666667,1,1,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-11,Rt,2.33,2.8421755141302,3.1800643547102,3.25288155745131,3.70220284151798,4.19345166692141,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-11,deaths,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-11,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-11,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-11,infections,0.05,0.5,1,0.666666666666667,1,1,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-11,Rt,2.33,2.8421755141302,3.1800643547102,3.25288155745131,3.70220284151798,4.19345166692141,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-11,deaths,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-11,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-11,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-11,infections,0.05,0.5,1,0.666666666666667,1,1,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-11,Rt,2.33,2.8421755141302,3.1800643547102,3.25288155745131,3.70220284151798,4.19345166692141,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-12,deaths,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-12,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-12,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-12,infections,2.05,2.5,3,3,3.5,3.95,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-12,Rt,2.33,2.8421755141302,3.1800643547102,3.25288155745131,3.70220284151798,4.19345166692141,Additional 50% Reduction,Venezuela,VEN,2020-06-01,v2
2020-02-12,deaths,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-12,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-12,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-12,infections,2.05,2.5,3,3,3.5,3.95,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-12,Rt,2.33,2.8421755141302,3.1800643547102,3.25288155745131,3.70220284151798,4.19345166692141,Maintain Status Quo,Venezuela,VEN,2020-06-01,v2
2020-02-12,deaths,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-12,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-12,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
2020-02-12,infections,2.05,2.5,3,3,3.5,3.95,Relax Interventions 50%,Venezuela,VEN,2020-06-01,v2
